Date,Round,Rounds / Month,Month,Year,"Cumulative  Strokes",Course,Hole,Club,Type,Dist.,Par,"Feet to Yard Conversion",Distance Range,Shot Distance,PGA Strokes Remaining,Strokes Gained on PGA,"% Gain",Strokes Gained on my Average,"% Gain2",Proximity Percentage compared to start distance,Green Hit,Fairway Hit,Strokes / Hole,GIR,GIRP,Par Comp.,Albatros,Eagle,Birdie,Par3,Bogey,Double Bogey,Double Bogey +,Putts per hole,Score per hole,Score per round,Pick up score,Notes
20/05/2018,10,6,5,2018,13,Lahinch (W),3,7I,ROUGH,187,,187,180 - 199 yards,184,3.3485,0.7885,0.7885,0.889561441,0.889561441,0.016042781,1,,2,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,14,Lahinch (W),3,P,GREEN,9,,3,9,1.666666667,1.56,-0.57,-0.57,-0.469221393,-0.469221393,0.444444444,,,3,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,15,Lahinch (W),3,P,GREEN,4,4,1.333333333,4,1.333333333,1.13,0.13,0.13,0.230778607,0.230778607,0,,,4,1,1,0,,,,1,,,,2,4,,0,0
20/05/2018,10,6,5,2018,16,Lahinch (W),4,D,TEE SHOT,488,5,488,480 - 499 yards,258,4.332,-0.053,-0.053,0.121434402,0.121434402,0.471311475,0,1,1,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,17,Lahinch (W),4,6I,FAIRWAY,230,,230,220 - 239 yards,208,3.385,-0.035,-0.035,0.042346939,0.042346939,0.095652174,0,,2,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,18,Lahinch (W),4,P,FAIRWAY,22,,22,20 - 39 yards,21,2.42,0.38,0.38,0.457346939,0.457346939,0.045454545,1,,3,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,19,Lahinch (W),4,P,GREEN,3,5,1,3,1,1.04,0.04,0.04,0.140778607,0.140778607,0,,,4,1,1,-1,,,1,,,,,1,4,,0,0
20/05/2018,10,6,5,2018,20,Lahinch (W),5,8I,TEE SHOT,165,3,165,160 - 179 yards,153,3.005,-0.387,-0.387,-0.212565598,-0.212565598,0.072727273,0,,1,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,21,Lahinch (W),5,60,ROUGH,12,,12,0 - 19 yards,8,2.392,-0.286,-0.286,-0.184938559,-0.184938559,0.333333333,1,,2,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,22,Lahinch (W),5,P,GREEN,12,,4,Nov-15,3.666666667,1.678,-0.332,-0.332,-0.231221393,-0.231221393,0.083333333,,,3,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,23,Lahinch (W),5,P,GREEN,1,3,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,4,0,1,1,,,,,1,,,2,4,,0,0
20/05/2018,10,6,5,2018,24,Lahinch (W),6,3W,TEE SHOT,398,4,398,380 - 399 yards,170,3.987,-0.953,-0.953,-0.778565598,-0.778565598,0.572864322,0,0,1,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,25,Lahinch (W),6,8I,RECOVERY,228,,228,220 - 239 yards,44,3.94,-0.392,-0.392,-0.192176471,-0.192176471,0.807017544,0,,2,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,26,Lahinch (W),6,7I,ROUGH,184,,184,180 - 199 yards,160,3.332,-0.256,-0.256,-0.154938559,-0.154938559,0.130434783,0,,3,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,27,Lahinch (W),6,60,SAND,24,,24,20 - 39 yards,11,2.588,-0.83,-0.83,-0.607974359,-0.607974359,0.541666667,0,,4,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,28,Lahinch (W),6,60,ROUGH,13,,13,0 - 19 yards,11,2.418,0.078,0.078,0.179061441,0.179061441,0.153846154,1,,5,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,29,Lahinch (W),6,P,GREEN,6,,2,6,1.666666667,1.34,-0.67,-0.67,-0.569221393,-0.569221393,0.166666667,,,6,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,30,Lahinch (W),6,P,GREEN,1,4,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,7,0,0,3,,,,,,,1,2,7,,0,0
20/05/2018,10,6,5,2018,31,Lahinch (W),7,5W,TEE SHOT,387,4,387,380 - 399 yards,243,3.9705,0.0465,0.0465,0.220934402,0.220934402,0.372093023,0,1,1,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,32,Lahinch (W),7,PW,FAIRWAY,144,,144,140 - 159 yards,141.3333333,2.924,0.424,0.424,0.501346939,0.501346939,0.018518519,1,,2,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,33,Lahinch (W),7,P,GREEN,8,,2.666666667,8,2.333333333,1.5,-0.51,-0.51,-0.409221393,-0.409221393,0.125,,,3,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,34,Lahinch (W),7,P,GREEN,1,4,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,4,1,1,0,,,,1,,,,2,4,,0,0
20/05/2018,10,6,5,2018,35,Lahinch (W),8,PW,TEE SHOT,158,3,158,140 - 159 yards,140,2.988,-0.368,-0.368,-0.193565598,-0.193565598,0.113924051,0,,1,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,36,Lahinch (W),8,P,FAIRWAY,18,,18,0 - 19 yards,15.33333333,2.356,-0.144,-0.144,-0.066653061,-0.066653061,0.148148148,1,,2,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,37,Lahinch (W),8,P,GREEN,8,,2.666666667,8,2.333333333,1.5,-0.51,-0.51,-0.409221393,-0.409221393,0.125,,,3,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,38,Lahinch (W),8,P,GREEN,1,3,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,4,0,1,1,,,,,1,,,2,4,,0,0
20/05/2018,10,6,5,2018,39,Lahinch (W),9,D,TEE SHOT,387,4,387,380 - 399 yards,256,3.9705,0.0875,0.0875,0.261934402,0.261934402,0.338501292,0,1,1,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,40,Lahinch (W),9,PW,FAIRWAY,131,,131,120 - 139 yards,127.3333333,2.883,0.239,0.239,0.316346939,0.316346939,0.027989822,1,,2,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,41,Lahinch (W),9,P,GREEN,11,,3.666666667,Nov-15,3,1.644,-0.366,-0.366,-0.265221393,-0.265221393,0.181818182,,,3,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,42,Lahinch (W),9,P,GREEN,2,4,0.666666667,2,0.666666667,1.01,0.01,0.01,0.110778607,0.110778607,0,,,4,1,1,0,,,,1,,,,2,4,,0,0
20/05/2018,10,6,5,2018,43,Lahinch (W),10,D,TEE SHOT,424,4,424,420 - 439 yards,274,4.032,0.087,0.087,0.261434402,0.261434402,0.353773585,0,1,1,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,44,Lahinch (W),10,9I,FAIRWAY,150,,150,140 - 159 yards,106,2.945,-0.675,-0.675,-0.597653061,-0.597653061,0.293333333,0,,2,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,45,Lahinch (W),10,60,FAIRWAY,44,,44,40 - 59 yards,37.66666667,2.62,-0.25,-0.25,-0.172653061,-0.172653061,0.143939394,1,,3,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,46,Lahinch (W),10,P,GREEN,19,,6.333333333,16-20,5,1.87,-0.26,-0.26,-0.159221393,-0.159221393,0.210526316,,,4,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,47,Lahinch (W),10,P,GREEN,4,,1.333333333,4,1,1.13,-0.88,-0.88,-0.779221393,-0.779221393,0.25,,,5,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,48,Lahinch (W),10,P,GREEN,1,4,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,6,0,1,2,,,,,,1,,3,6,,0,0
20/05/2018,10,6,5,2018,49,Lahinch (W),11,9I,TEE SHOT,144,3,144,140 - 159 yards,133,2.974,-0.228,-0.228,-0.053565598,-0.053565598,0.076388889,0,,1,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,50,Lahinch (W),11,7I,FAIRWAY,11,,11,0 - 19 yards,10.33333333,2.202,0.192,0.192,0.269346939,0.269346939,0.060606061,1,,2,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,51,Lahinch (W),11,P,GREEN,2,3,0.666666667,2,0.666666667,1.01,0.01,0.01,0.110778607,0.110778607,0,,,3,0,1,0,,,,1,,,,1,3,,0,0
20/05/2018,10,6,5,2018,52,Lahinch (W),12,D,TEE SHOT,467,5,467,460 - 479 yards,272,4.2085,-0.184,-0.184,-0.009565598,-0.009565598,0.417558887,0,0,1,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,53,Lahinch (W),12,6I,ROUGH,195,,195,180 - 199 yards,184,3.3925,-0.0475,-0.0475,0.053561441,0.053561441,0.056410256,0,,2,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,54,Lahinch (W),12,60,SAND,11,,11,0 - 19 yards,6,2.44,-0.34,-0.34,-0.117974359,-0.117974359,0.454545455,1,,3,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,55,Lahinch (W),12,P,GREEN,15,,5,Nov-15,4.666666667,1.78,-0.23,-0.23,-0.129221393,-0.129221393,0.066666667,,,4,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,56,Lahinch (W),12,P,GREEN,1,5,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,5,1,1,0,,,,1,,,,2,5,,0,0
20/05/2018,10,6,5,2018,57,Lahinch (W),13,D,TEE SHOT,269,4,269,260 - 279 yards,244,3.54,-0.0975,-0.0975,0.076934402,0.076934402,0.092936803,0,0,1,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,58,Lahinch (W),13,60,ROUGH,25,,25,20 - 39 yards,10,2.6375,-0.6525,-0.6525,-0.551438559,-0.551438559,0.6,0,,2,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,59,Lahinch (W),13,P,FAIRWAY,15,,15,0 - 19 yards,14.66666667,2.29,0.28,0.28,0.357346939,0.357346939,0.022222222,1,,3,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,60,Lahinch (W),13,P,GREEN,1,4,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,4,0,1,0,,,,1,,,,1,4,,0,0
20/05/2018,10,6,5,2018,61,Lahinch (W),14,D,TEE SHOT,411,4,411,400 - 419 yards,213,4.0065,-0.4025,-0.4025,-0.228065598,-0.228065598,0.481751825,0,0,1,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,62,Lahinch (W),14,5W,ROUGH,198,,198,180 - 199 yards,184,3.409,-0.035,-0.035,0.066061441,0.066061441,0.070707071,0,,2,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,63,Lahinch (W),14,8I,ROUGH,14,,14,0 - 19 yards,8.333333333,2.444,-0.381,-0.381,-0.279938559,-0.279938559,0.404761905,1,,3,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,64,Lahinch (W),14,P,GREEN,17,,5.666666667,16-20,4.666666667,1.825,-0.215,-0.215,-0.114221393,-0.114221393,0.176470588,,,4,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,65,Lahinch (W),14,P,GREEN,3,4,1,3,1,1.04,0.04,0.04,0.140778607,0.140778607,0,,,5,0,1,1,,,,,1,,,2,5,,0,0
20/05/2018,10,6,5,2018,66,Lahinch (W),15,D,TEE SHOT,444,4,444,440 - 459 yards,288,4.098,-0.17,-0.17,0.004434402,0.004434402,0.351351351,0,0,1,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,67,Lahinch (W),15,60,SAND,156,,156,140 - 159 yards,90,3.268,-0.447,-0.447,-0.224974359,-0.224974359,0.423076923,0,,2,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,68,Lahinch (W),15,60,FAIRWAY,66,,66,60 - 79 yards,59.66666667,2.715,-0.155,-0.155,-0.077653061,-0.077653061,0.095959596,1,,3,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,69,Lahinch (W),15,P,GREEN,19,,6.333333333,16-20,5.333333333,1.87,-0.17,-0.17,-0.069221393,-0.069221393,0.157894737,,,4,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,70,Lahinch (W),15,P,GREEN,3,4,1,3,1,1.04,0.04,0.04,0.140778607,0.140778607,0,,,5,0,1,1,,,,,1,,,2,5,,0,0
20/05/2018,10,6,5,2018,71,Lahinch (W),16,8I,ROUGH,164,3,164,160 - 179 yards,142,3.246,-0.174,-0.174,-0.072938559,-0.072938559,0.134146341,0,,1,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,72,Lahinch (W),16,P,FAIRWAY,22,,22,20 - 39 yards,17.33333333,2.42,-0.326,-0.326,-0.248653061,-0.248653061,0.212121212,1,,2,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,73,Lahinch (W),16,P,GREEN,14,,4.666666667,Nov-15,3.666666667,1.746,-0.294,-0.294,-0.193221393,-0.193221393,0.214285714,,,3,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,74,Lahinch (W),16,P,GREEN,3,3,1,3,1,1.04,0.04,0.04,0.140778607,0.140778607,0,,,4,0,1,1,,,,,1,,,2,4,,0,0
20/05/2018,10,6,5,2018,75,Lahinch (W),17,D,TEE SHOT,388,4,388,380 - 399 yards,224,3.972,-0.028,-0.028,0.146434402,0.146434402,0.422680412,0,1,1,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,76,Lahinch (W),17,7I,FAIRWAY,164,,164,160 - 179 yards,139,3,-0.45,-0.45,-0.372653061,-0.372653061,0.152439024,0,,2,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,77,Lahinch (W),17,P,FAIRWAY,25,,25,20 - 39 yards,22.33333333,2.45,-0.05,-0.05,0.027346939,0.027346939,0.106666667,1,,3,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,78,Lahinch (W),17,P,GREEN,8,4,2.666666667,8,2.666666667,1.5,0.5,0.5,0.600778607,0.600778607,0,,,4,0,1,0,,,,1,,,,1,4,,0,0
20/05/2018,10,6,5,2018,79,Lahinch (W),18,D,TEE SHOT,500,5,500,500 - 519 yards,253,4.41,-0.0855,-0.0855,0.088934402,0.088934402,0.494,0,1,1,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,80,Lahinch (W),18,3W,FAIRWAY,247,,247,240 - 259 yards,203,3.4955,-0.1245,-0.1245,-0.047153061,-0.047153061,0.178137652,0,,2,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,81,Lahinch (W),18,7I,FAIRWAY,44,,44,40 - 59 yards,37.66666667,2.62,-0.25,-0.25,-0.172653061,-0.172653061,0.143939394,1,,3,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,82,Lahinch (W),18,P,GREEN,19,,6.333333333,16-20,5.666666667,1.87,-0.14,-0.14,-0.039221393,-0.039221393,0.105263158,,,4,,,,,,,,,,,,,,0,0
20/05/2018,10,6,5,2018,83,Lahinch (W),18,P,GREEN,2,5,0.666666667,2,0.666666667,1.01,0.01,0.01,0.110778607,0.110778607,0,,,5,1,1,0,,,,1,,,,2,5,83,0,0
27/05/2018,11,7,5,2018,1,Lahinch (W),1,D,TEE SHOT,388,4,388,380 - 399 yards,283,3.972,0.1595,0.1595,0.333934402,0.333934402,0.270618557,0,1,1,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,2,Lahinch (W),1,54,FAIRWAY,105,,105,100 - 119 yards,100.3333333,2.8125,0.0665,0.0665,0.143846939,0.143846939,0.044444444,1,,2,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,3,Lahinch (W),1,P,GREEN,14,,4.666666667,Nov-15,4.333333333,1.746,-0.264,-0.264,-0.163221393,-0.163221393,0.071428571,,,3,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,4,Lahinch (W),1,P,GREEN,1,4,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,4,1,1,0,,,,1,,,,2,4,,0,0
27/05/2018,11,7,5,2018,5,Lahinch (W),2,D,TEE SHOT,501,5,501,500 - 519 yards,273,4.4165,-0.1575,-0.1575,0.016934402,0.016934402,0.45508982,0,0,1,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,6,Lahinch (W),2,3W,ROUGH,228,,228,220 - 239 yards,134,3.574,-0.428,-0.428,-0.326938559,-0.326938559,0.412280702,0,,2,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,7,Lahinch (W),2,54,ROUGH,94,,94,80 - 99 yards,90.66666667,3.002,0.392,0.392,0.493061441,0.493061441,0.035460993,1,,3,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,8,Lahinch (W),2,P,GREEN,10,5,3.333333333,10,3.333333333,1.61,0.61,0.61,0.710778607,0.710778607,0,,,4,1,1,-1,,,1,,,,,1,4,,0,0
27/05/2018,11,7,5,2018,9,Lahinch (W),3,3W,TEE SHOT,399,4,399,380 - 399 yards,237,3.9885,-0.2495,-0.2495,-0.075065598,-0.075065598,0.406015038,0,0,1,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,10,Lahinch (W),3,8I,ROUGH,162,,162,160 - 179 yards,148,3.238,-0.232,-0.232,-0.130938559,-0.130938559,0.086419753,0,,2,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,11,Lahinch (W),3,60,SAND,14,,14,0 - 19 yards,10.33333333,2.47,-0.174,-0.174,0.048025641,0.048025641,0.261904762,1,,3,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,12,Lahinch (W),3,P,GREEN,11,,3.666666667,Nov-15,3.333333333,1.644,-0.366,-0.366,-0.265221393,-0.265221393,0.090909091,,,4,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,13,Lahinch (W),3,P,GREEN,1,4,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,5,0,1,1,,,,,1,,,2,5,,0,0
27/05/2018,11,7,5,2018,14,Lahinch (W),4,D,TEE SHOT,511,5,511,500 - 519 yards,254,4.4815,-0.2435,-0.2435,-0.069065598,-0.069065598,0.502935421,0,0,1,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,15,Lahinch (W),4,3W,ROUGH,257,,257,240 - 259 yards,153,3.725,-0.307,-0.307,-0.205938559,-0.205938559,0.404669261,0,,2,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,16,Lahinch (W),4,8I,ROUGH,104,,104,100 - 119 yards,97.66666667,3.032,0.162,0.162,0.263061441,0.263061441,0.060897436,1,,3,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,17,Lahinch (W),4,P,GREEN,19,,6.333333333,16-20,5.666666667,1.87,-0.14,-0.14,-0.039221393,-0.039221393,0.105263158,,,4,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,18,Lahinch (W),4,P,GREEN,2,5,0.666666667,2,0.666666667,1.01,0.01,0.01,0.110778607,0.110778607,0,,,5,1,1,0,,,,1,,,,2,5,,0,0
27/05/2018,11,7,5,2018,19,Lahinch (W),5,7I,TEE SHOT,158,3,158,140 - 159 yards,148,2.988,0.008,0.008,0.182434402,0.182434402,0.063291139,1,,1,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,20,Lahinch (W),5,P,GREEN,30,,10,21-30,8.666666667,1.98,-0.15,-0.15,-0.049221393,-0.049221393,0.133333333,,,2,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,21,Lahinch (W),5,P,GREEN,4,3,1.333333333,4,1.333333333,1.13,0.13,0.13,0.230778607,0.230778607,0,,,3,1,1,0,,,,1,,,,2,3,,0,0
27/05/2018,11,7,5,2018,22,Lahinch (W),6,3W,TEE SHOT,411,4,411,400 - 419 yards,262,4.0065,-0.1795,-0.1795,-0.005065598,-0.005065598,0.362530414,0,0,1,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,23,Lahinch (W),6,50,ROUGH,149,,149,140 - 159 yards,131,3.186,-0.17,-0.17,-0.068938559,-0.068938559,0.120805369,0,,2,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,24,Lahinch (W),6,PW,FAIRWAY,18,,18,0 - 19 yards,17,2.356,0.316,0.316,0.393346939,0.393346939,0.055555556,1,,3,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,25,Lahinch (W),6,P,GREEN,3,4,1,3,1,1.04,0.04,0.04,0.140778607,0.140778607,0,,,4,0,1,0,,,,1,,,,1,4,,0,0
27/05/2018,11,7,5,2018,26,Lahinch (W),7,5W,TEE SHOT,411,4,411,400 - 419 yards,264,4.0065,-0.1715,-0.1715,0.002934402,0.002934402,0.357664234,0,0,1,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,27,Lahinch (W),7,PW,ROUGH,147,,147,140 - 159 yards,129,3.178,-0.332,-0.332,-0.230938559,-0.230938559,0.12244898,0,,2,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,28,Lahinch (W),7,60,SAND,18,,18,0 - 19 yards,15,2.51,-0.05,-0.05,0.172025641,0.172025641,0.166666667,1,,3,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,29,Lahinch (W),7,P,GREEN,9,,3,9,2.666666667,1.56,-0.45,-0.45,-0.349221393,-0.349221393,0.111111111,,,4,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,30,Lahinch (W),7,P,GREEN,1,4,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,5,0,1,1,,,,,1,,,2,5,,0,0
27/05/2018,11,7,5,2018,31,Lahinch (W),8,9I,TEE SHOT,158,3,158,140 - 159 yards,146.3333333,2.988,-0.032,-0.032,0.142434402,0.142434402,0.073839662,1,,1,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,32,Lahinch (W),8,P,GREEN,35,,11.66666667,31-40,6.333333333,2.02,-0.7825,-0.7825,-0.681721393,-0.681721393,0.457142857,,,2,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,33,Lahinch (W),8,P,GREEN,16,,5.333333333,16-20,4.666666667,1.8025,-0.2075,-0.2075,-0.106721393,-0.106721393,0.125,,,3,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,34,Lahinch (W),8,P,GREEN,2,3,0.666666667,2,0.666666667,1.01,0.01,0.01,0.110778607,0.110778607,0,,,4,1,1,1,,,,,1,,,3,4,,0,0
27/05/2018,11,7,5,2018,35,Lahinch (W),9,D,TEE SHOT,377,4,377,360 - 379 yards,273,3.954,-0.078,-0.078,0.096434402,0.096434402,0.275862069,0,0,1,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,36,Lahinch (W),9,54,ROUGH,104,,104,100 - 119 yards,100.3333333,3.032,0.388,0.388,0.489061441,0.489061441,0.03525641,1,,2,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,37,Lahinch (W),9,P,GREEN,11,,3.666666667,Nov-15,3.333333333,1.644,-0.366,-0.366,-0.265221393,-0.265221393,0.090909091,,,3,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,38,Lahinch (W),9,P,GREEN,1,4,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,4,1,1,0,,,,1,,,,2,4,,0,0
27/05/2018,11,7,5,2018,39,Lahinch (W),10,D,TEE SHOT,424,4,424,420 - 439 yards,275,4.032,0.0905,0.0905,0.264934402,0.264934402,0.351415094,0,1,1,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,40,Lahinch (W),10,8I,FAIRWAY,149,,149,140 - 159 yards,128,2.9415,-0.603,-0.603,-0.525653061,-0.525653061,0.140939597,0,,2,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,41,Lahinch (W),10,60,SAND,21,,21,20 - 39 yards,18,2.5445,-0.0155,-0.0155,0.206525641,0.206525641,0.142857143,1,,3,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,42,Lahinch (W),10,P,GREEN,9,,3,9,2.666666667,1.56,-0.45,-0.45,-0.349221393,-0.349221393,0.111111111,,,4,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,43,Lahinch (W),10,P,GREEN,1,4,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,5,0,1,1,,,,,1,,,2,5,,0,0
27/05/2018,11,7,5,2018,44,Lahinch (W),11,9I,TEE SHOT,172,3,172,160 - 179 yards,162.3333333,3.026,0.056,0.056,0.230434402,0.230434402,0.05620155,1,,1,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,45,Lahinch (W),11,P,GREEN,29,,9.666666667,21-30,9,1.97,-0.04,-0.04,0.060778607,0.060778607,0.068965517,,,2,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,46,Lahinch (W),11,P,GREEN,2,3,0.666666667,2,0.666666667,1.01,0.01,0.01,0.110778607,0.110778607,0,,,3,1,1,0,,,,1,,,,2,3,,0,0
27/05/2018,11,7,5,2018,47,Lahinch (W),12,D,TEE SHOT,480,5,480,480 - 499 yards,258,4.28,-0.053,-0.053,0.121434402,0.121434402,0.4625,0,1,1,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,48,Lahinch (W),12,3W,FAIRWAY,222,,222,220 - 239 yards,207,3.333,-0.147,-0.147,-0.069653061,-0.069653061,0.067567568,0,,2,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,49,Lahinch (W),12,60,SAND,15,,15,0 - 19 yards,10.66666667,2.48,-0.232,-0.232,-0.009974359,-0.009974359,0.288888889,1,,3,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,50,Lahinch (W),12,P,GREEN,13,,4.333333333,Nov-15,4,1.712,-0.298,-0.298,-0.197221393,-0.197221393,0.076923077,,,4,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,51,Lahinch (W),12,P,GREEN,1,5,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,5,1,1,0,,,,1,,,,2,5,,0,0
27/05/2018,11,7,5,2018,52,Lahinch (W),13,D,TEE SHOT,282,4,282,280 - 299 yards,253,3.656,0.166,0.166,0.340434402,0.340434402,0.102836879,0,1,1,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,53,Lahinch (W),13,PW,FAIRWAY,29,,29,20 - 39 yards,28.66666667,2.49,0.48,0.48,0.557346939,0.557346939,0.011494253,1,,2,,,,,,,,,,,,,,0,0
27/05/2018,11,7,5,2018,54,Lahinch (W),13,P,GREEN,1,4,0.333333333,1,0.333333333,1.01,0.01,0.01,0.110778607,0.110778607,0,,,3,1,1,-1,,,1,,,,,1,3,,0,0
27/05/2018,11,7,5,2018,55,Lahinch (W),14,D,TEE SHOT,405,4,405,400 - 419 yards,205,3.9975,-0.8725,-0.8725,-0.698065598,-0.698065598,0.49382716,0,0,1,,,,,,,,,,,,,,0,0
